edge_id,source_node_id,target_node_id,edge_type,reason,confidence
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_D_number_theory::pi_pedagogy_risk_modulo_bug,pi::pedagogy::approach::codeforces_2218_D::number_theory,pi::pedagogy::risk::modulo_bug,HAS_RISK,The number_theory approach may fail through modulo_bug.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_D_number_theory::pi_pedagogy_risk_overflow,pi::pedagogy::approach::codeforces_2218_D::number_theory,pi::pedagogy::risk::overflow,HAS_RISK,The number_theory approach may fail through overflow.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_D_number_theory::pi_pedagogy_risk_divisibility_edge_case,pi::pedagogy::approach::codeforces_2218_D::number_theory,pi::pedagogy::risk::divisibility_edge_case,HAS_RISK,The number_theory approach may fail through divisibility_edge_case.,0.64
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_constructive::pi_pedagogy_approach_codeforces_2218_D_constructive,pi::pedagogy::technique::constructive,pi::pedagogy::approach::codeforces_2218_D::constructive,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_constructive::pi_problem_codeforces_2218_D,pi::pedagogy::technique::constructive,pi::problem::codeforces_2218_D,INDEXES_PROBLEM,Problem can be reached through technique constructive.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_pattern_recognition::pi_pedagogy_approach_codeforces_2218_D_constructive,pi::pedagogy::prerequisite::pattern_recognition,pi::pedagogy::approach::codeforces_2218_D::constructive,PREREQUISITE_OF,pattern_recognition is needed for constructive.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_case_splitting::pi_pedagogy_approach_codeforces_2218_D_constructive,pi::pedagogy::prerequisite::case_splitting,pi::pedagogy::approach::codeforces_2218_D::constructive,PREREQUISITE_OF,case_splitting is needed for constructive.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_validity_proof::pi_pedagogy_approach_codeforces_2218_D_constructive,pi::pedagogy::prerequisite::validity_proof,pi::pedagogy::approach::codeforces_2218_D::constructive,PREREQUISITE_OF,validity_proof is needed for constructive.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_D_constructive::pi_pedagogy_risk_invalid_construction,pi::pedagogy::approach::codeforces_2218_D::constructive,pi::pedagogy::risk::invalid_construction,HAS_RISK,The constructive approach may fail through invalid_construction.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_D_constructive::pi_pedagogy_risk_edge_cases,pi::pedagogy::approach::codeforces_2218_D::constructive,pi::pedagogy::risk::edge_cases,HAS_RISK,The constructive approach may fail through edge_cases.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_D_constructive::pi_pedagogy_risk_proof_gap,pi::pedagogy::approach::codeforces_2218_D::constructive,pi::pedagogy::risk::proof_gap,HAS_RISK,The constructive approach may fail through proof_gap.,0.64
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_implementation_constructive::pi_problem_codeforces_2218_C,pi::pedagogy::topic::implementation_constructive,pi::problem::codeforces_2218_C,INDEXES_PROBLEM,Problem belongs to topic implementation_constructive.,0.68
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_greedy::pi_problem_codeforces_2218_C,pi::pedagogy::topic::greedy,pi::problem::codeforces_2218_C,INDEXES_PROBLEM,Problem belongs to topic greedy.,0.68
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_math::pi_problem_codeforces_2218_C,pi::pedagogy::topic::math,pi::problem::codeforces_2218_C,INDEXES_PROBLEM,Problem belongs to topic math.,0.68
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_techniques::pi_problem_codeforces_2218_C,pi::pedagogy::topic::techniques,pi::problem::codeforces_2218_C,INDEXES_PROBLEM,Problem belongs to topic techniques.,0.68
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_greedy::pi_pedagogy_approach_codeforces_2218_C_greedy,pi::pedagogy::technique::greedy,pi::pedagogy::approach::codeforces_2218_C::greedy,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_greedy::pi_problem_codeforces_2218_C,pi::pedagogy::technique::greedy,pi::problem::codeforces_2218_C,INDEXES_PROBLEM,Problem can be reached through technique greedy.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_exchange_argument::pi_pedagogy_approach_codeforces_2218_C_greedy,pi::pedagogy::prerequisite::exchange_argument,pi::pedagogy::approach::codeforces_2218_C::greedy,PREREQUISITE_OF,exchange_argument is needed for greedy.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_invariant_reasoning::pi_pedagogy_approach_codeforces_2218_C_greedy,pi::pedagogy::prerequisite::invariant_reasoning,pi::pedagogy::approach::codeforces_2218_C::greedy,PREREQUISITE_OF,invariant_reasoning is needed for greedy.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_counterexample_testing::pi_pedagogy_approach_codeforces_2218_C_greedy,pi::pedagogy::prerequisite::counterexample_testing,pi::pedagogy::approach::codeforces_2218_C::greedy,PREREQUISITE_OF,counterexample_testing is needed for greedy.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_C_greedy::pi_pedagogy_risk_wrong_proof,pi::pedagogy::approach::codeforces_2218_C::greedy,pi::pedagogy::risk::wrong_proof,HAS_RISK,The greedy approach may fail through wrong_proof.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_C_greedy::pi_pedagogy_risk_hidden_counterexample,pi::pedagogy::approach::codeforces_2218_C::greedy,pi::pedagogy::risk::hidden_counterexample,HAS_RISK,The greedy approach may fail through hidden_counterexample.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_C_greedy::pi_pedagogy_risk_edge_cases,pi::pedagogy::approach::codeforces_2218_C::greedy,pi::pedagogy::risk::edge_cases,HAS_RISK,The greedy approach may fail through edge_cases.,0.64
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_constructive::pi_pedagogy_approach_codeforces_2218_C_constructive,pi::pedagogy::technique::constructive,pi::pedagogy::approach::codeforces_2218_C::constructive,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_constructive::pi_problem_codeforces_2218_C,pi::pedagogy::technique::constructive,pi::problem::codeforces_2218_C,INDEXES_PROBLEM,Problem can be reached through technique constructive.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_pattern_recognition::pi_pedagogy_approach_codeforces_2218_C_constructive,pi::pedagogy::prerequisite::pattern_recognition,pi::pedagogy::approach::codeforces_2218_C::constructive,PREREQUISITE_OF,pattern_recognition is needed for constructive.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_case_splitting::pi_pedagogy_approach_codeforces_2218_C_constructive,pi::pedagogy::prerequisite::case_splitting,pi::pedagogy::approach::codeforces_2218_C::constructive,PREREQUISITE_OF,case_splitting is needed for constructive.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_validity_proof::pi_pedagogy_approach_codeforces_2218_C_constructive,pi::pedagogy::prerequisite::validity_proof,pi::pedagogy::approach::codeforces_2218_C::constructive,PREREQUISITE_OF,validity_proof is needed for constructive.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_C_constructive::pi_pedagogy_risk_invalid_construction,pi::pedagogy::approach::codeforces_2218_C::constructive,pi::pedagogy::risk::invalid_construction,HAS_RISK,The constructive approach may fail through invalid_construction.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_C_constructive::pi_pedagogy_risk_edge_cases,pi::pedagogy::approach::codeforces_2218_C::constructive,pi::pedagogy::risk::edge_cases,HAS_RISK,The constructive approach may fail through edge_cases.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_C_constructive::pi_pedagogy_risk_proof_gap,pi::pedagogy::approach::codeforces_2218_C::constructive,pi::pedagogy::risk::proof_gap,HAS_RISK,The constructive approach may fail through proof_gap.,0.64
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_sorting::pi_pedagogy_approach_codeforces_2218_C_sorting,pi::pedagogy::technique::sorting,pi::pedagogy::approach::codeforces_2218_C::sorting,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_sorting::pi_problem_codeforces_2218_C,pi::pedagogy::technique::sorting,pi::problem::codeforces_2218_C,INDEXES_PROBLEM,Problem can be reached through technique sorting.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_ordering_argument::pi_pedagogy_approach_codeforces_2218_C_sorting,pi::pedagogy::prerequisite::ordering_argument,pi::pedagogy::approach::codeforces_2218_C::sorting,PREREQUISITE_OF,ordering_argument is needed for sorting.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_tie_handling::pi_pedagogy_approach_codeforces_2218_C_sorting,pi::pedagogy::prerequisite::tie_handling,pi::pedagogy::approach::codeforces_2218_C::sorting,PREREQUISITE_OF,tie_handling is needed for sorting.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_C_sorting::pi_pedagogy_risk_tie_handling,pi::pedagogy::approach::codeforces_2218_C::sorting,pi::pedagogy::risk::tie_handling,HAS_RISK,The sorting approach may fail through tie_handling.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_C_sorting::pi_pedagogy_risk_wrong_ordering,pi::pedagogy::approach::codeforces_2218_C::sorting,pi::pedagogy::risk::wrong_ordering,HAS_RISK,The sorting approach may fail through wrong_ordering.,0.64
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_greedy::pi_problem_codeforces_2218_B,pi::pedagogy::topic::greedy,pi::problem::codeforces_2218_B,INDEXES_PROBLEM,Problem belongs to topic greedy.,0.68
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_math::pi_problem_codeforces_2218_B,pi::pedagogy::topic::math,pi::problem::codeforces_2218_B,INDEXES_PROBLEM,Problem belongs to topic math.,0.68
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_greedy::pi_pedagogy_approach_codeforces_2218_B_greedy,pi::pedagogy::technique::greedy,pi::pedagogy::approach::codeforces_2218_B::greedy,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_greedy::pi_problem_codeforces_2218_B,pi::pedagogy::technique::greedy,pi::problem::codeforces_2218_B,INDEXES_PROBLEM,Problem can be reached through technique greedy.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_exchange_argument::pi_pedagogy_approach_codeforces_2218_B_greedy,pi::pedagogy::prerequisite::exchange_argument,pi::pedagogy::approach::codeforces_2218_B::greedy,PREREQUISITE_OF,exchange_argument is needed for greedy.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_invariant_reasoning::pi_pedagogy_approach_codeforces_2218_B_greedy,pi::pedagogy::prerequisite::invariant_reasoning,pi::pedagogy::approach::codeforces_2218_B::greedy,PREREQUISITE_OF,invariant_reasoning is needed for greedy.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_counterexample_testing::pi_pedagogy_approach_codeforces_2218_B_greedy,pi::pedagogy::prerequisite::counterexample_testing,pi::pedagogy::approach::codeforces_2218_B::greedy,PREREQUISITE_OF,counterexample_testing is needed for greedy.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_B_greedy::pi_pedagogy_risk_wrong_proof,pi::pedagogy::approach::codeforces_2218_B::greedy,pi::pedagogy::risk::wrong_proof,HAS_RISK,The greedy approach may fail through wrong_proof.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_B_greedy::pi_pedagogy_risk_hidden_counterexample,pi::pedagogy::approach::codeforces_2218_B::greedy,pi::pedagogy::risk::hidden_counterexample,HAS_RISK,The greedy approach may fail through hidden_counterexample.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_B_greedy::pi_pedagogy_risk_edge_cases,pi::pedagogy::approach::codeforces_2218_B::greedy,pi::pedagogy::risk::edge_cases,HAS_RISK,The greedy approach may fail through edge_cases.,0.64
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_implementation_constructive::pi_problem_codeforces_2218_A,pi::pedagogy::topic::implementation_constructive,pi::problem::codeforces_2218_A,INDEXES_PROBLEM,Problem belongs to topic implementation_constructive.,0.68
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_math::pi_problem_codeforces_2218_A,pi::pedagogy::topic::math,pi::problem::codeforces_2218_A,INDEXES_PROBLEM,Problem belongs to topic math.,0.68
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_greedy::pi_problem_codeforces_2218_A,pi::pedagogy::topic::greedy,pi::problem::codeforces_2218_A,INDEXES_PROBLEM,Problem belongs to topic greedy.,0.68
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_brute_force::pi_pedagogy_approach_codeforces_2218_A_brute_force,pi::pedagogy::technique::brute_force,pi::pedagogy::approach::codeforces_2218_A::brute_force,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_brute_force::pi_problem_codeforces_2218_A,pi::pedagogy::technique::brute_force,pi::problem::codeforces_2218_A,INDEXES_PROBLEM,Problem can be reached through technique brute_force.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_constraint_reading::pi_pedagogy_approach_codeforces_2218_A_brute_force,pi::pedagogy::prerequisite::constraint_reading,pi::pedagogy::approach::codeforces_2218_A::brute_force,PREREQUISITE_OF,constraint_reading is needed for brute_force.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_complexity_estimation::pi_pedagogy_approach_codeforces_2218_A_brute_force,pi::pedagogy::prerequisite::complexity_estimation,pi::pedagogy::approach::codeforces_2218_A::brute_force,PREREQUISITE_OF,complexity_estimation is needed for brute_force.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_A_brute_force::pi_pedagogy_risk_tle,pi::pedagogy::approach::codeforces_2218_A::brute_force,pi::pedagogy::risk::tle,HAS_RISK,The brute_force approach may fail through tle.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_A_brute_force::pi_pedagogy_risk_bad_complexity,pi::pedagogy::approach::codeforces_2218_A::brute_force,pi::pedagogy::risk::bad_complexity,HAS_RISK,The brute_force approach may fail through bad_complexity.,0.64
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_constructive::pi_pedagogy_approach_codeforces_2218_A_constructive,pi::pedagogy::technique::constructive,pi::pedagogy::approach::codeforces_2218_A::constructive,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_constructive::pi_problem_codeforces_2218_A,pi::pedagogy::technique::constructive,pi::problem::codeforces_2218_A,INDEXES_PROBLEM,Problem can be reached through technique constructive.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_pattern_recognition::pi_pedagogy_approach_codeforces_2218_A_constructive,pi::pedagogy::prerequisite::pattern_recognition,pi::pedagogy::approach::codeforces_2218_A::constructive,PREREQUISITE_OF,pattern_recognition is needed for constructive.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_case_splitting::pi_pedagogy_approach_codeforces_2218_A_constructive,pi::pedagogy::prerequisite::case_splitting,pi::pedagogy::approach::codeforces_2218_A::constructive,PREREQUISITE_OF,case_splitting is needed for constructive.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_validity_proof::pi_pedagogy_approach_codeforces_2218_A_constructive,pi::pedagogy::prerequisite::validity_proof,pi::pedagogy::approach::codeforces_2218_A::constructive,PREREQUISITE_OF,validity_proof is needed for constructive.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_A_constructive::pi_pedagogy_risk_invalid_construction,pi::pedagogy::approach::codeforces_2218_A::constructive,pi::pedagogy::risk::invalid_construction,HAS_RISK,The constructive approach may fail through invalid_construction.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_A_constructive::pi_pedagogy_risk_edge_cases,pi::pedagogy::approach::codeforces_2218_A::constructive,pi::pedagogy::risk::edge_cases,HAS_RISK,The constructive approach may fail through edge_cases.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_A_constructive::pi_pedagogy_risk_proof_gap,pi::pedagogy::approach::codeforces_2218_A::constructive,pi::pedagogy::risk::proof_gap,HAS_RISK,The constructive approach may fail through proof_gap.,0.64
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_greedy::pi_pedagogy_approach_codeforces_2218_A_greedy,pi::pedagogy::technique::greedy,pi::pedagogy::approach::codeforces_2218_A::greedy,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_greedy::pi_problem_codeforces_2218_A,pi::pedagogy::technique::greedy,pi::problem::codeforces_2218_A,INDEXES_PROBLEM,Problem can be reached through technique greedy.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_exchange_argument::pi_pedagogy_approach_codeforces_2218_A_greedy,pi::pedagogy::prerequisite::exchange_argument,pi::pedagogy::approach::codeforces_2218_A::greedy,PREREQUISITE_OF,exchange_argument is needed for greedy.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_invariant_reasoning::pi_pedagogy_approach_codeforces_2218_A_greedy,pi::pedagogy::prerequisite::invariant_reasoning,pi::pedagogy::approach::codeforces_2218_A::greedy,PREREQUISITE_OF,invariant_reasoning is needed for greedy.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_counterexample_testing::pi_pedagogy_approach_codeforces_2218_A_greedy,pi::pedagogy::prerequisite::counterexample_testing,pi::pedagogy::approach::codeforces_2218_A::greedy,PREREQUISITE_OF,counterexample_testing is needed for greedy.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_2218_A_greedy::pi_pedagogy_risk_wrong_proof,pi::pedagogy::approach::codeforces_2218_A::greedy,pi::pedagogy::risk::wrong_proof,HAS_RISK,The greedy approach may fail through wrong_proof.,0.64
