tree_node_id,parent_tree_node_id,global_problem_id,node_role,node_type,title,summary,node_text,depth,order,source,normalized_difficulty,difficulty_bucket,original_tags,normalized_tags,topic_group,url,metadata
content::codeforces_2219_B1_09_EDITORIAL_PROOF,group::codeforces_2219_B1::EDITORIAL_REASONING,codeforces_2219_B1,CONTENT,EDITORIAL_PROOF,Unique Values (Easy version) - Editorial Proof,,,6,9,codeforces,1900.0,1600-1999,"[""binary search"", ""constructive algorithms"", ""divide and conquer"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]",https://codeforces.com/problemset/problem/2219/B1,"{""page_node_id"": ""codeforces_2219_B1::09_EDITORIAL_PROOF"", ""parent_problem_node"": ""problem::codeforces_2219_B1""}"
content::codeforces_2219_C_09_EDITORIAL_PROOF,group::codeforces_2219_C::EDITORIAL_REASONING,codeforces_2219_C,CONTENT,EDITORIAL_PROOF,Coloring a Red Black Tree - Editorial Proof,,,6,9,codeforces,2300.0,2000-2399,"[""dfs and similar"", ""dp"", ""greedy"", ""math"", ""probabilities"", ""trees""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2219/C,"{""page_node_id"": ""codeforces_2219_C::09_EDITORIAL_PROOF"", ""parent_problem_node"": ""problem::codeforces_2219_C""}"
content::codeforces_2219_D_09_EDITORIAL_PROOF,group::codeforces_2219_D::EDITORIAL_REASONING,codeforces_2219_D,CONTENT,EDITORIAL_PROOF,MEX Replacement on Tree - Editorial Proof,,,6,9,codeforces,2700.0,2400+,"[""data structures"", ""implementation"", ""math"", ""trees""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]",https://codeforces.com/problemset/problem/2219/D,"{""page_node_id"": ""codeforces_2219_D::09_EDITORIAL_PROOF"", ""parent_problem_node"": ""problem::codeforces_2219_D""}"
content::codeforces_2219_E_09_EDITORIAL_PROOF,group::codeforces_2219_E::EDITORIAL_REASONING,codeforces_2219_E,CONTENT,EDITORIAL_PROOF,Weird Chessboard - Editorial Proof,"Hint5: Prove that the density is at most $$$1/3$$$. Proof. We actually do not have a formal proof of this fact. We instead give the intuition behind the claim and an heuristic ""proof"".","Hint5:
Prove that the density is at most $$$1/3$$$.

Proof.

We actually do not have a formal proof of this fact.

We instead give the intuition behind the claim and an heuristic ""proof"".",6,9,codeforces,3500.0,2400+,"[""constructive algorithms"", ""math""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/E,"{""page_node_id"": ""codeforces_2219_E::09_EDITORIAL_PROOF"", ""parent_problem_node"": ""problem::codeforces_2219_E""}"
content::codeforces_2220_A_09_EDITORIAL_PROOF,group::codeforces_2220_A::EDITORIAL_REASONING,codeforces_2220_A,CONTENT,EDITORIAL_PROOF,Blocked - Editorial Proof,,,6,9,codeforces,800.0,800-1199,"[""greedy"", ""sortings""]","[""greedy"", ""techniques""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2220/A,"{""page_node_id"": ""codeforces_2220_A::09_EDITORIAL_PROOF"", ""parent_problem_node"": ""problem::codeforces_2220_A""}"
content::codeforces_2220_B_09_EDITORIAL_PROOF,group::codeforces_2220_B::EDITORIAL_REASONING,codeforces_2220_B,CONTENT,EDITORIAL_PROOF,OIE Excursion - Editorial Proof,,,6,9,codeforces,1200.0,1200-1599,"[""greedy""]","[""greedy""]","[""greedy""]",https://codeforces.com/problemset/problem/2220/B,"{""page_node_id"": ""codeforces_2220_B::09_EDITORIAL_PROOF"", ""parent_problem_node"": ""problem::codeforces_2220_B""}"
content::codeforces_2219_A_10_EDITORIAL_ALGORITHM,group::codeforces_2219_A::EDITORIAL_REASONING,codeforces_2219_A,CONTENT,EDITORIAL_ALGORITHM,Grid L - Editorial Algorithm,Solution: The following is the key observation of the problem.,"Solution:
The following is the key observation of the problem.",6,10,codeforces,1400.0,1200-1599,"[""brute force"", ""constructive algorithms"", ""math"", ""number theory""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/A,"{""page_node_id"": ""codeforces_2219_A::10_EDITORIAL_ALGORITHM"", ""parent_problem_node"": ""problem::codeforces_2219_A""}"
content::codeforces_2219_B1_10_EDITORIAL_ALGORITHM,group::codeforces_2219_B1::EDITORIAL_REASONING,codeforces_2219_B1,CONTENT,EDITORIAL_ALGORITHM,Unique Values (Easy version) - Editorial Algorithm,Solution: There are many solutions that use $$$6 \cdot \log_2(2 \cdot n + 1)$$$ queries.,"Solution:
There are many solutions that use $$$6 \cdot \log_2(2 \cdot n + 1)$$$ queries.",6,10,codeforces,1900.0,1600-1999,"[""binary search"", ""constructive algorithms"", ""divide and conquer"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]",https://codeforces.com/problemset/problem/2219/B1,"{""page_node_id"": ""codeforces_2219_B1::10_EDITORIAL_ALGORITHM"", ""parent_problem_node"": ""problem::codeforces_2219_B1""}"
content::codeforces_2219_C_10_EDITORIAL_ALGORITHM,group::codeforces_2219_C::EDITORIAL_REASONING,codeforces_2219_C,CONTENT,EDITORIAL_ALGORITHM,Coloring a Red Black Tree - Editorial Algorithm,"Solution: In this solution, I will use without mentioning the fact that the expected value of a geometric distribution is $$$\frac{1}{p}$$$ and linearity of expectation. The transitions are: sort all children of $$$i$$$ by...","Solution:
In this solution, I will use without mentioning the fact that the expected value of a geometric distribution is $$$\frac{1}{p}$$$ and linearity of expectation.

The transitions are:
sort all children of $$$i$$$ by $$$dp_{child_{j}, 1} - dp_{child_{j}, 0}$$$ (notice that we need doubles!).
for $$$dp_{i, 0}$$$, consider all no empty prefixes of the sorted childs, consider $$$dp_{child_{j}, 0}$$$ as the cost of coloring the subtree of $$$child_j$$$ if it is in the prefix and $$$dp_{child_{j}, 1}$$$ if it is not, coloring the node $$$i$$$ costs $$$\frac{\#children + 1}{size Of Prefix}$$$ + cost of coloring the subtrees of the children nodes.",6,10,codeforces,2300.0,2000-2399,"[""dfs and similar"", ""dp"", ""greedy"", ""math"", ""probabilities"", ""trees""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2219/C,"{""page_node_id"": ""codeforces_2219_C::10_EDITORIAL_ALGORITHM"", ""parent_problem_node"": ""problem::codeforces_2219_C""}"
content::codeforces_2219_D_10_EDITORIAL_ALGORITHM,group::codeforces_2219_D::EDITORIAL_REASONING,codeforces_2219_D,CONTENT,EDITORIAL_ALGORITHM,MEX Replacement on Tree - Editorial Algorithm,"Solution: Root out the simple case: It's obvious that applying the operation on $$$v$$$ where $$$p_v \lt f(v)$$$ is useless, since it would decrease $$$f(x)$$$ for every $$$x$$$ in $$$v$$$'s subtree.","Solution:
Root out the simple case:
It's obvious that applying the operation on $$$v$$$ where $$$p_v \lt f(v)$$$ is useless, since it would decrease $$$f(x)$$$ for every $$$x$$$ in $$$v$$$'s subtree.",6,10,codeforces,2700.0,2400+,"[""data structures"", ""implementation"", ""math"", ""trees""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]",https://codeforces.com/problemset/problem/2219/D,"{""page_node_id"": ""codeforces_2219_D::10_EDITORIAL_ALGORITHM"", ""parent_problem_node"": ""problem::codeforces_2219_D""}"
content::codeforces_2219_E_10_EDITORIAL_ALGORITHM,group::codeforces_2219_E::EDITORIAL_REASONING,codeforces_2219_E,CONTENT,EDITORIAL_ALGORITHM,Weird Chessboard - Editorial Algorithm,"Hint10: To implement this in $$$O(n^2)$$$, instead of adding each pascal independently, try to compute the sum of all of the pascals directly. Solution: We label the grid $$$v_{i, j}$$$ with $$$v_{0, 0}$$$ being...","Hint10:
To implement this in $$$O(n^2)$$$, instead of adding each pascal independently, try to compute the sum of all of the pascals directly.

Solution:
We label the grid $$$v_{i, j}$$$ with $$$v_{0, 0}$$$ being the top left corner.

We take care of implementation at the end of the solution.",6,10,codeforces,3500.0,2400+,"[""constructive algorithms"", ""math""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/E,"{""page_node_id"": ""codeforces_2219_E::10_EDITORIAL_ALGORITHM"", ""parent_problem_node"": ""problem::codeforces_2219_E""}"
content::codeforces_2220_A_10_EDITORIAL_ALGORITHM,group::codeforces_2220_A::EDITORIAL_REASONING,codeforces_2220_A,CONTENT,EDITORIAL_ALGORITHM,Blocked - Editorial Algorithm,"Solution: If there are two equal elements in $$$a$$$, one of them will be blocked . Otherwise, sort $$$a$$$ decreasing.","Solution:
If there are two equal elements in $$$a$$$, one of them will be
blocked
.

Otherwise, sort $$$a$$$ decreasing.",6,10,codeforces,800.0,800-1199,"[""greedy"", ""sortings""]","[""greedy"", ""techniques""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2220/A,"{""page_node_id"": ""codeforces_2220_A::10_EDITORIAL_ALGORITHM"", ""parent_problem_node"": ""problem::codeforces_2220_A""}"
content::codeforces_2220_B_10_EDITORIAL_ALGORITHM,group::codeforces_2220_B::EDITORIAL_REASONING,codeforces_2220_B,CONTENT,EDITORIAL_ALGORITHM,OIE Excursion - Editorial Algorithm,"Solution: If there exists a contiguous subarray of equal values with length ≥ m, it is impossible to escape.","Solution:
If there exists a contiguous subarray of equal values with length ≥ m, it is impossible to escape.",6,10,codeforces,1200.0,1200-1599,"[""greedy""]","[""greedy""]","[""greedy""]",https://codeforces.com/problemset/problem/2220/B,"{""page_node_id"": ""codeforces_2220_B::10_EDITORIAL_ALGORITHM"", ""parent_problem_node"": ""problem::codeforces_2220_B""}"
content::codeforces_2219_A_11_EDITORIAL_COMPLEXITY,group::codeforces_2219_A::EDITORIAL_REASONING,codeforces_2219_A,CONTENT,EDITORIAL_COMPLEXITY,Grid L - Editorial Complexity,Hint2 (strong spoiler): You can fill the $$$m\times n$$$ grid if and only if $$$p+2q = m(n+1)+n(m+1)$$$ and $$$p\ge \vert m-n\vert$$$. (See tutorial for proof) We can fill an $$$m\times n$$$ grid using $$$p$$$...,"Hint2 (strong spoiler):
You can fill the $$$m\times n$$$ grid if and only if $$$p+2q = m(n+1)+n(m+1)$$$ and $$$p\ge \vert m-n\vert$$$. (See tutorial for proof)

We can fill an $$$m\times n$$$ grid using $$$p$$$ segments and $$$q$$$ L's if and only if $$$p+2q = m(n+1)+n(m+1)$$$ and $$$p \ge \vert m-n\vert$$$.

We do so in $$$O(\sqrt{p+2q})$$$.",6,11,codeforces,1400.0,1200-1599,"[""brute force"", ""constructive algorithms"", ""math"", ""number theory""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/A,"{""page_node_id"": ""codeforces_2219_A::11_EDITORIAL_COMPLEXITY"", ""parent_problem_node"": ""problem::codeforces_2219_A""}"
content::codeforces_2219_B1_11_EDITORIAL_COMPLEXITY,group::codeforces_2219_B1::EDITORIAL_REASONING,codeforces_2219_B1,CONTENT,EDITORIAL_COMPLEXITY,Unique Values (Easy version) - Editorial Complexity,,,6,11,codeforces,1900.0,1600-1999,"[""binary search"", ""constructive algorithms"", ""divide and conquer"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]",https://codeforces.com/problemset/problem/2219/B1,"{""page_node_id"": ""codeforces_2219_B1::11_EDITORIAL_COMPLEXITY"", ""parent_problem_node"": ""problem::codeforces_2219_B1""}"
content::codeforces_2219_C_11_EDITORIAL_COMPLEXITY,group::codeforces_2219_C::EDITORIAL_REASONING,codeforces_2219_C,CONTENT,EDITORIAL_COMPLEXITY,Coloring a Red Black Tree - Editorial Complexity,,,6,11,codeforces,2300.0,2000-2399,"[""dfs and similar"", ""dp"", ""greedy"", ""math"", ""probabilities"", ""trees""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2219/C,"{""page_node_id"": ""codeforces_2219_C::11_EDITORIAL_COMPLEXITY"", ""parent_problem_node"": ""problem::codeforces_2219_C""}"
content::codeforces_2219_D_11_EDITORIAL_COMPLEXITY,group::codeforces_2219_D::EDITORIAL_REASONING,codeforces_2219_D,CONTENT,EDITORIAL_COMPLEXITY,MEX Replacement on Tree - Editorial Complexity,"Then we can consider processing $$$v$$$ in decreasing order of $$$p_v$$$, and maintain the sum of $$$g(x)$$$ for $$$g(x) \lt p_v$$$ the number of vertices with $$$g(x) \ge p_v$$$ the sum of $$$f(x)$$$ for...","Then we can consider processing $$$v$$$ in decreasing order of $$$p_v$$$, and maintain
the sum of $$$g(x)$$$ for $$$g(x) \lt p_v$$$
the number of vertices with $$$g(x) \ge p_v$$$
the sum of $$$f(x)$$$ for $$$f(x) \lt p_v$$$
the number of vertices with $$$f(x) \ge p_v$$$
under every subtree in $$$O(n\lg n)$$$.

And we can check whether $$$v$$$ is $$$x$$$'s ancestor using the time stamp of two vertices.",6,11,codeforces,2700.0,2400+,"[""data structures"", ""implementation"", ""math"", ""trees""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]",https://codeforces.com/problemset/problem/2219/D,"{""page_node_id"": ""codeforces_2219_D::11_EDITORIAL_COMPLEXITY"", ""parent_problem_node"": ""problem::codeforces_2219_D""}"
content::codeforces_2219_E_11_EDITORIAL_COMPLEXITY,group::codeforces_2219_E::EDITORIAL_REASONING,codeforces_2219_E,CONTENT,EDITORIAL_COMPLEXITY,Weird Chessboard - Editorial Complexity,"Hint10: To implement this in $$$O(n^2)$$$, instead of adding each pascal independently, try to compute the sum of all of the pascals directly. Note that naively implementing the above is $$$O(n^3)$$$, which won't pass....","Hint10:
To implement this in $$$O(n^2)$$$, instead of adding each pascal independently, try to compute the sum of all of the pascals directly.

Note that naively implementing the above is $$$O(n^3)$$$, which won't pass.

We already said the naive $$$O(n^3)$$$ will not pass, we will do the job in $$$O(n^2)$$$.

Thus adding $$$s$$$ to $$$w$$$ and flipping the zeros on the diagonal of $$$w$$$ results in our construction, and is $$$O(n^2)$$$.",6,11,codeforces,3500.0,2400+,"[""constructive algorithms"", ""math""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/E,"{""page_node_id"": ""codeforces_2219_E::11_EDITORIAL_COMPLEXITY"", ""parent_problem_node"": ""problem::codeforces_2219_E""}"
content::codeforces_2220_A_11_EDITORIAL_COMPLEXITY,group::codeforces_2220_A::EDITORIAL_REASONING,codeforces_2220_A,CONTENT,EDITORIAL_COMPLEXITY,Blocked - Editorial Complexity,,,6,11,codeforces,800.0,800-1199,"[""greedy"", ""sortings""]","[""greedy"", ""techniques""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2220/A,"{""page_node_id"": ""codeforces_2220_A::11_EDITORIAL_COMPLEXITY"", ""parent_problem_node"": ""problem::codeforces_2220_A""}"
content::codeforces_2220_B_11_EDITORIAL_COMPLEXITY,group::codeforces_2220_B::EDITORIAL_REASONING,codeforces_2220_B,CONTENT,EDITORIAL_COMPLEXITY,OIE Excursion - Editorial Complexity,"For each block, there exists a window of time shorter than m during which none of its positions are looking at 0.","For each block, there exists a window of time shorter than m during which none of its positions are looking at 0.",6,11,codeforces,1200.0,1200-1599,"[""greedy""]","[""greedy""]","[""greedy""]",https://codeforces.com/problemset/problem/2220/B,"{""page_node_id"": ""codeforces_2220_B::11_EDITORIAL_COMPLEXITY"", ""parent_problem_node"": ""problem::codeforces_2220_B""}"
content::codeforces_2219_A_12_IMPLEMENTATION_HINTS,group::codeforces_2219_A::IMPLEMENTATION_RISKS,codeforces_2219_A,CONTENT,IMPLEMENTATION_HINTS,Grid L - Implementation Hints,"Note that two segments can form an L, so since $$$$$$m-n\equiv m+n\equiv 2mn+m+n\equiv 2q+p\equiv p\pmod 2,$$$$$$ we may assume WLOG that $$$p=m-n$$$.","Note that two segments can form an L, so since $$$$$$m-n\equiv m+n\equiv 2mn+m+n\equiv 2q+p\equiv p\pmod 2,$$$$$$ we may assume WLOG that $$$p=m-n$$$.",6,12,codeforces,1400.0,1200-1599,"[""brute force"", ""constructive algorithms"", ""math"", ""number theory""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/A,"{""page_node_id"": ""codeforces_2219_A::12_IMPLEMENTATION_HINTS"", ""parent_problem_node"": ""problem::codeforces_2219_A""}"
content::codeforces_2219_B1_12_IMPLEMENTATION_HINTS,group::codeforces_2219_B1::IMPLEMENTATION_RISKS,codeforces_2219_B1,CONTENT,IMPLEMENTATION_HINTS,Unique Values (Easy version) - Implementation Hints,"The first one looks for any index that is special, the following ones do the same but ignore indices that were found previously. Note The secret array is $$$a = [1, 1, 1, 2,...","The first one looks for any index that is special, the following ones do the same but ignore indices that were found previously.

Note
The secret array is $$$a = [1, 1, 1, 2, 2]$$$.",6,12,codeforces,1900.0,1600-1999,"[""binary search"", ""constructive algorithms"", ""divide and conquer"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]",https://codeforces.com/problemset/problem/2219/B1,"{""page_node_id"": ""codeforces_2219_B1::12_IMPLEMENTATION_HINTS"", ""parent_problem_node"": ""problem::codeforces_2219_B1""}"
content::codeforces_2219_C_12_IMPLEMENTATION_HINTS,group::codeforces_2219_C::IMPLEMENTATION_RISKS,codeforces_2219_C,CONTENT,IMPLEMENTATION_HINTS,Coloring a Red Black Tree - Implementation Hints,,,6,12,codeforces,2300.0,2000-2399,"[""dfs and similar"", ""dp"", ""greedy"", ""math"", ""probabilities"", ""trees""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2219/C,"{""page_node_id"": ""codeforces_2219_C::12_IMPLEMENTATION_HINTS"", ""parent_problem_node"": ""problem::codeforces_2219_C""}"
content::codeforces_2219_D_12_IMPLEMENTATION_HINTS,group::codeforces_2219_D::IMPLEMENTATION_RISKS,codeforces_2219_D,CONTENT,IMPLEMENTATION_HINTS,MEX Replacement on Tree - Implementation Hints,"That is, for each vertex, thinking there is an array of infinite slot, and some of them are occupied by token, and the operation correspond to moving certain token to the first hole. Hint2:...","That is, for each vertex, thinking there is an array of infinite slot, and some of them are occupied by token, and the operation correspond to moving certain token to the first hole.

Hint2:
Draw some small cases! What would these infinite arrays change when doing operation on root?

Given a set of integers, imagine there is an array with infinite empty slots, indexed from $$$0$$$.

Then you can imagine there is an array $$$a_x$$$ with infinite slots for each vertex $$$x$$$ containing all elements on the path from $$$1$$$ to $$$x$$$, and think of the operation as picking up the token at the $$$p_v$$$-th slot and moving it to the first hole of $$$a_v$$$(that is, $$$f(v)$$$) for each array $$$a_x$$$ where $$$x$$$ is in $$$v$$$'s subtree.",6,12,codeforces,2700.0,2400+,"[""data structures"", ""implementation"", ""math"", ""trees""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]",https://codeforces.com/problemset/problem/2219/D,"{""page_node_id"": ""codeforces_2219_D::12_IMPLEMENTATION_HINTS"", ""parent_problem_node"": ""problem::codeforces_2219_D""}"
content::codeforces_2219_E_12_IMPLEMENTATION_HINTS,group::codeforces_2219_E::IMPLEMENTATION_RISKS,codeforces_2219_E,CONTENT,IMPLEMENTATION_HINTS,Weird Chessboard - Implementation Hints,"We work mod $$$2$$$. Hint6: Consider the grid $$$w_{i,j}$$$ with $$$w_{i,j}=1$$$ when $$$i+j\ge n-1$$$ and $$$i\not\equiv j\pmod 3$$$, and $$$w_{i,j}=0$$$ otherwise. Hint9: For each such $$$(i_0,j_0)$$$, flip $$$w_{i_0,j_0}$$$ and add a Pascal triangle mod...","We work mod $$$2$$$.

Hint6:
Consider the grid $$$w_{i,j}$$$ with $$$w_{i,j}=1$$$ when $$$i+j\ge n-1$$$ and $$$i\not\equiv j\pmod 3$$$, and $$$w_{i,j}=0$$$ otherwise.

Hint9:
For each such $$$(i_0,j_0)$$$, flip $$$w_{i_0,j_0}$$$ and add a Pascal triangle mod $$$2$$$ to the grid.

Hint10:
To implement this in $$$O(n^2)$$$, instead of adding each pascal independently, try to compute the sum of all of the pascals directly.

From now on, we work modulo $$$2$$$ when operating with $$$v$$$.

We will define a preliminary filling $$$w_{i,j}$$$ as
1 if $$$i+j\ge n-1$$$ and $$$i\not\equiv j \pmod 3$$$,
0 otherwise.

This pattern comes from the well-known Pascal triangle, considered mod $$$2$$$, plus flipping position $$$w_{9, 6}$$$.

Formally, the pattern in the second figure is given by $$$u_{9,6} = 1$$$ and $$$$$$ u_{9+i+1, 6+j} \equiv \binom{i}{j} \pmod{2}\ \forall i,j\ge 0. $$$$$$ The rightmost figure is $$$u+w$$$, where the three issues around $$$w_{9, 6}$$$ are now fixed.",6,12,codeforces,3500.0,2400+,"[""constructive algorithms"", ""math""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/E,"{""page_node_id"": ""codeforces_2219_E::12_IMPLEMENTATION_HINTS"", ""parent_problem_node"": ""problem::codeforces_2219_E""}"
content::codeforces_2220_A_12_IMPLEMENTATION_HINTS,group::codeforces_2220_A::IMPLEMENTATION_RISKS,codeforces_2220_A,CONTENT,IMPLEMENTATION_HINTS,Blocked - Implementation Hints,"Note In the third test case, the array [$$$3, 1, 2$$$] has no position blocked: Position $$$1$$$ is not blocked since $$$3$$$ can't be expressed as the sum of a subset of [].","Note
In the third test case, the array [$$$3, 1, 2$$$] has no position blocked:
Position $$$1$$$ is not blocked since $$$3$$$ can't be expressed as the sum of a subset of [].",6,12,codeforces,800.0,800-1199,"[""greedy"", ""sortings""]","[""greedy"", ""techniques""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2220/A,"{""page_node_id"": ""codeforces_2220_A::12_IMPLEMENTATION_HINTS"", ""parent_problem_node"": ""problem::codeforces_2220_A""}"
content::codeforces_2220_B_12_IMPLEMENTATION_HINTS,group::codeforces_2220_B::IMPLEMENTATION_RISKS,codeforces_2220_B,CONTENT,IMPLEMENTATION_HINTS,OIE Excursion - Implementation Hints,"Solution: If there exists a contiguous subarray of equal values with length ≥ m, it is impossible to escape. We can think of the array as consecutive blocks of equal values, each of length...","Solution:
If there exists a contiguous subarray of equal values with length ≥ m, it is impossible to escape.

We can think of the array as consecutive blocks of equal values, each of length < m.

Note
Case 1: Hector can move right every second without waiting or moving left and escape, because there is no $$$i$$$ such that $$$(a_i + i) \pmod m = 0$$$.",6,12,codeforces,1200.0,1200-1599,"[""greedy""]","[""greedy""]","[""greedy""]",https://codeforces.com/problemset/problem/2220/B,"{""page_node_id"": ""codeforces_2220_B::12_IMPLEMENTATION_HINTS"", ""parent_problem_node"": ""problem::codeforces_2220_B""}"
content::codeforces_2219_A_13_COMMON_MISTAKES,group::codeforces_2219_A::IMPLEMENTATION_RISKS,codeforces_2219_A,CONTENT,COMMON_MISTAKES,Grid L - Common Mistakes,"Necessity is clear: $$$p+2q = m(n+1)+n(m+1)$$$ follows from looking at the total number of edges, and $$$p\ge \vert m-n\vert$$$ follows from comparing the number of horizontal edges and vertical edges.","Necessity is clear: $$$p+2q = m(n+1)+n(m+1)$$$ follows from looking at the total number of edges, and $$$p\ge \vert m-n\vert$$$ follows from comparing the number of horizontal edges and vertical edges.",6,13,codeforces,1400.0,1200-1599,"[""brute force"", ""constructive algorithms"", ""math"", ""number theory""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/A,"{""page_node_id"": ""codeforces_2219_A::13_COMMON_MISTAKES"", ""parent_problem_node"": ""problem::codeforces_2219_A""}"
content::codeforces_2219_B1_13_COMMON_MISTAKES,group::codeforces_2219_B1::IMPLEMENTATION_RISKS,codeforces_2219_B1,CONTENT,COMMON_MISTAKES,Unique Values (Easy version) - Common Mistakes,,,6,13,codeforces,1900.0,1600-1999,"[""binary search"", ""constructive algorithms"", ""divide and conquer"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]","[""techniques"", ""implementation_constructive"", ""interactive"", ""math""]",https://codeforces.com/problemset/problem/2219/B1,"{""page_node_id"": ""codeforces_2219_B1::13_COMMON_MISTAKES"", ""parent_problem_node"": ""problem::codeforces_2219_B1""}"
content::codeforces_2219_C_13_COMMON_MISTAKES,group::codeforces_2219_C::IMPLEMENTATION_RISKS,codeforces_2219_C,CONTENT,COMMON_MISTAKES,Coloring a Red Black Tree - Common Mistakes,,,6,13,codeforces,2300.0,2000-2399,"[""dfs and similar"", ""dp"", ""greedy"", ""math"", ""probabilities"", ""trees""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]","[""graphs"", ""dynamic_programming"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2219/C,"{""page_node_id"": ""codeforces_2219_C::13_COMMON_MISTAKES"", ""parent_problem_node"": ""problem::codeforces_2219_C""}"
content::codeforces_2219_D_13_COMMON_MISTAKES,group::codeforces_2219_D::IMPLEMENTATION_RISKS,codeforces_2219_D,CONTENT,COMMON_MISTAKES,MEX Replacement on Tree - Common Mistakes,,,6,13,codeforces,2700.0,2400+,"[""data structures"", ""implementation"", ""math"", ""trees""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]","[""data_structures"", ""implementation_constructive"", ""math"", ""graphs""]",https://codeforces.com/problemset/problem/2219/D,"{""page_node_id"": ""codeforces_2219_D::13_COMMON_MISTAKES"", ""parent_problem_node"": ""problem::codeforces_2219_D""}"
content::codeforces_2219_E_13_COMMON_MISTAKES,group::codeforces_2219_E::IMPLEMENTATION_RISKS,codeforces_2219_E,CONTENT,COMMON_MISTAKES,Weird Chessboard - Common Mistakes,"Solution: We label the grid $$$v_{i, j}$$$ with $$$v_{0, 0}$$$ being the top left corner.","Solution:
We label the grid $$$v_{i, j}$$$ with $$$v_{0, 0}$$$ being the top left corner.",6,13,codeforces,3500.0,2400+,"[""constructive algorithms"", ""math""]","[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2219/E,"{""page_node_id"": ""codeforces_2219_E::13_COMMON_MISTAKES"", ""parent_problem_node"": ""problem::codeforces_2219_E""}"
content::codeforces_2220_A_13_COMMON_MISTAKES,group::codeforces_2220_A::IMPLEMENTATION_RISKS,codeforces_2220_A,CONTENT,COMMON_MISTAKES,Blocked - Common Mistakes,,,6,13,codeforces,800.0,800-1199,"[""greedy"", ""sortings""]","[""greedy"", ""techniques""]","[""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2220/A,"{""page_node_id"": ""codeforces_2220_A::13_COMMON_MISTAKES"", ""parent_problem_node"": ""problem::codeforces_2220_A""}"
