node_id,parent_node_id,global_problem_id,node_type,title,text,depth,order,source,normalized_difficulty,normalized_tags,topic_group,url,metadata
pi::pedagogy::approach::codeforces_2218_D::greedy,pi::problem::codeforces_2218_D,codeforces_2218_D,APPROACH,The 67th OEIS Problem - Greedy Approach,"This problem can be interpreted through greedy. Evidence: constructive algorithms greedy math number theory. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,4,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""constructive algorithms greedy math number theory""}"
pi::pedagogy::approach::codeforces_2218_D::number_theory,pi::problem::codeforces_2218_D,codeforces_2218_D,APPROACH,The 67th OEIS Problem - Number Theory Approach,"This problem can be interpreted through number theory. Evidence: Construct a sequence $a$ containing $n$ integers such that $\operatorname{gcd}(a_i, a_{i+1})$ $^{\text{†}}$ is distinct over all $1 \leq i \leq n - 1$.. Prerequisites: divisibility, modular_arithmetic. Common risks: modulo_bug, overflow, divisibility_edge_case.",4,4,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math"", ""number_theory""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""number_theory"", ""prerequisites"": [""divisibility"", ""modular_arithmetic""], ""risks"": [""modulo_bug"", ""overflow"", ""divisibility_edge_case""], ""evidence"": ""Construct a sequence $a$ containing $n$ integers such that $\\operatorname{gcd}(a_i, a_{i+1})$ $^{\\text{†}}$ is distinct over all $1 \\leq i \\leq n - 1$.""}"
pi::pedagogy::approach::codeforces_2218_D::constructive,pi::problem::codeforces_2218_D,codeforces_2218_D,APPROACH,The 67th OEIS Problem - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Construct a sequence $a$ containing $n$ integers such that $\operatorname{gcd}(a_i, a_{i+1})$ $^{\text{†}}$ is distinct over all $1 \leq i \leq n - 1$.. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,4,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math"", ""constructive""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Construct a sequence $a$ containing $n$ integers such that $\\operatorname{gcd}(a_i, a_{i+1})$ $^{\\text{†}}$ is distinct over all $1 \\leq i \\leq n - 1$.""}"
pi::pedagogy::approach::codeforces_2218_C::greedy,pi::problem::codeforces_2218_C,codeforces_2218_C,APPROACH,The 67th Permutation Problem - Greedy Approach,"This problem can be interpreted through greedy. Evidence: constructive algorithms greedy math. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,5,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math"", ""techniques""]",https://codeforces.com/problemset/problem/2218/C,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""constructive algorithms greedy math""}"
pi::pedagogy::approach::codeforces_2218_C::constructive,pi::problem::codeforces_2218_C,codeforces_2218_C,APPROACH,The 67th Permutation Problem - Constructive Approach,"This problem can be interpreted through constructive. Evidence: You must construct a permutation $^{\text{∗}}$ of length $3n$ such that, if you partition the permutation into $n$ contiguous blocks with $3$ elements, the sum of the medians $^{\text{†}}$ of these blocks is. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,5,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math"", ""constructive""]","[""implementation_constructive"", ""greedy"", ""math"", ""techniques""]",https://codeforces.com/problemset/problem/2218/C,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""You must construct a permutation $^{\\text{∗}}$ of length $3n$ such that, if you partition the permutation into $n$ contiguous blocks with $3$ elements, the sum of the medians $^{\\text{†}}$ of these blocks is""}"
pi::pedagogy::technique::sorting,pi::pedagogy::topic::techniques,,TECHNIQUE,Sorting,"Technique sorting. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",3,5,,,"[""sorting"", ""techniques""]","[""techniques""]",,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting""}"
pi::pedagogy::approach::codeforces_2218_C::sorting,pi::problem::codeforces_2218_C,codeforces_2218_C,APPROACH,The 67th Permutation Problem - Sorting Approach,"This problem can be interpreted through sorting. Evidence: $^{\text{†}}$ The median of an array $b$ containing $3$ elements is the $2$-nd element after $b$ is sorted in non-decreasing order.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,5,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math"", ""sorting""]","[""implementation_constructive"", ""greedy"", ""math"", ""techniques""]",https://codeforces.com/problemset/problem/2218/C,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""$^{\\text{†}}$ The median of an array $b$ containing $3$ elements is the $2$-nd element after $b$ is sorted in non-decreasing order.""}"
pi::pedagogy::prerequisite::ordering_argument,pi::pedagogy::prerequisites,,PREREQUISITE,Ordering Argument,Prerequisite skill: ordering argument.,3,5,,,"[""ordering_argument""]","[""techniques""]",,"{""layer"": ""pedagogical_graph"", ""prerequisite"": ""ordering_argument""}"
pi::pedagogy::prerequisite::tie_handling,pi::pedagogy::prerequisites,,PREREQUISITE,Tie Handling,Prerequisite skill: tie handling.,3,5,,,"[""tie_handling""]","[""techniques""]",,"{""layer"": ""pedagogical_graph"", ""prerequisite"": ""tie_handling""}"
pi::pedagogy::risk::tie_handling,pi::pedagogy::risks,,RISK,Tie Handling,Common risk: tie handling. Useful for hinting and answer validation.,3,5,,,"[""tie_handling""]","[""techniques""]",,"{""layer"": ""pedagogical_graph"", ""risk"": ""tie_handling""}"
pi::pedagogy::risk::wrong_ordering,pi::pedagogy::risks,,RISK,Wrong Ordering,Common risk: wrong ordering. Useful for hinting and answer validation.,3,5,,,"[""wrong_ordering""]","[""techniques""]",,"{""layer"": ""pedagogical_graph"", ""risk"": ""wrong_ordering""}"
pi::pedagogy::approach::codeforces_2218_B::greedy,pi::problem::codeforces_2218_B,codeforces_2218_B,APPROACH,The 67th 6-7 Integer Problem - Greedy Approach,"This problem can be interpreted through greedy. Evidence: The 67th 6-7 Integer Problem

B. The 67th 6-7 Integer Problem
time limit per test
1 second
memory limit per test
256 megabytes
input
standard input
output
standard output

So, Macaque has passed his first challenge (and is not acknowledging your help whatsoever). After all, it was only given to him so he could engage in his greatest pleasure - crunching on. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,6,codeforces,800.0,"[""greedy"", ""math""]","[""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/B,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""The 67th 6-7 Integer Problem\n\nB. The 67th 6-7 Integer Problem\ntime limit per test\n1 second\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nSo, Macaque has passed his first challenge (and is not acknowledging your help whatsoever). After all, it was only given to him so he could engage in his greatest pleasure - crunching on""}"
pi::pedagogy::approach::codeforces_2218_A::brute_force,pi::problem::codeforces_2218_A,codeforces_2218_A,APPROACH,The 67th Integer Problem - Brute Force Approach,"This problem can be interpreted through brute force. Evidence: brute force games implementation math. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",4,7,codeforces,800.0,"[""implementation_constructive"", ""math"", ""brute_force""]","[""implementation_constructive"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2218/A,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force"", ""prerequisites"": [""constraint_reading"", ""complexity_estimation""], ""risks"": [""tle"", ""bad_complexity""], ""evidence"": ""brute force games implementation math""}"
pi::pedagogy::approach::codeforces_2218_A::constructive,pi::problem::codeforces_2218_A,codeforces_2218_A,APPROACH,The 67th Integer Problem - Constructive Approach,"This problem can be interpreted through constructive. Evidence: The 67th Integer Problem

A. The 67th Integer Problem
time limit per test
1 second
memory limit per test
256 megabytes
input
standard input
output
standard output

Welcome to the New World, O Esteemed Earthly Visitor. You've been summoned by Macaque, a primate with four legs, a god complex and a terminal addiction to the word ""trivial"". You are Undertaking. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,7,codeforces,800.0,"[""implementation_constructive"", ""math"", ""constructive""]","[""implementation_constructive"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2218/A,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""The 67th Integer Problem\n\nA. The 67th Integer Problem\ntime limit per test\n1 second\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nWelcome to the New World, O Esteemed Earthly Visitor. You've been summoned by Macaque, a primate with four legs, a god complex and a terminal addiction to the word \""trivial\"". You are Undertaking""}"
pi::pedagogy::approach::codeforces_2218_A::greedy,pi::problem::codeforces_2218_A,codeforces_2218_A,APPROACH,The 67th Integer Problem - Greedy Approach,"This problem can be interpreted through greedy. Evidence: Your task is to choose an integer $y$ such that the value of $\operatorname{min}(x, y)$ $^{\text{∗}}$ is. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,7,codeforces,800.0,"[""implementation_constructive"", ""math"", ""greedy""]","[""implementation_constructive"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2218/A,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""Your task is to choose an integer $y$ such that the value of $\\operatorname{min}(x, y)$ $^{\\text{∗}}$ is""}"
pi::pedagogy::approach::codeforces_2185_H::binary_search,pi::problem::codeforces_2185_H,codeforces_2185_H,APPROACH,BattleCows 2 - Binary Search Approach,"This problem can be interpreted through binary search. Evidence: While we haven't completed every match, binary search for the first index where prefix[i] is greater than double the skill level of cow $x$.. Prerequisites: monotonic_predicate, bounds_reasoning, integer_overflow_awareness. Common risks: wrong_bounds, off_by_one, missing_monotonicity_proof.",4,8,codeforces,2500.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy"", ""binary_search""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy""]",https://codeforces.com/problemset/problem/2185/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""binary_search"", ""prerequisites"": [""monotonic_predicate"", ""bounds_reasoning"", ""integer_overflow_awareness""], ""risks"": [""wrong_bounds"", ""off_by_one"", ""missing_monotonicity_proof""], ""evidence"": ""While we haven't completed every match, binary search for the first index where prefix[i] is greater than double the skill level of cow $x$.""}"
pi::pedagogy::approach::codeforces_2185_H::brute_force,pi::problem::codeforces_2185_H,codeforces_2185_H,APPROACH,BattleCows 2 - Brute Force Approach,"This problem can be interpreted through brute force. Evidence: binary search brute force data structures dp greedy. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",4,8,codeforces,2500.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy"", ""brute_force""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy""]",https://codeforces.com/problemset/problem/2185/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force"", ""prerequisites"": [""constraint_reading"", ""complexity_estimation""], ""risks"": [""tle"", ""bad_complexity""], ""evidence"": ""binary search brute force data structures dp greedy""}"
pi::pedagogy::approach::codeforces_2185_H::data_structures,pi::problem::codeforces_2185_H,codeforces_2185_H,APPROACH,BattleCows 2 - Data Structures Approach,"This problem can be interpreted through data structures. Evidence: BattleCows 2

H. BattleCows 2
time limit per test
3 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Farmer John wants to host another tournament with $n$ cows, where the $i$-th cow has a skill level of $a_i$. The following process repeats until there is only one cow in the line.
The first cow in the line fights the. Prerequisites: operation_invariants, complexity_tradeoffs. Common risks: stale_update, wrong_query_range, complexity_bug.",4,8,codeforces,2500.0,"[""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy""]","[""techniques"", ""implementation_constructive"", ""data_structures"", ""dynamic_programming"", ""greedy""]",https://codeforces.com/problemset/problem/2185/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""data_structures"", ""prerequisites"": [""operation_invariants"", ""complexity_tradeoffs""], ""risks"": [""stale_update"", ""wrong_query_range"", ""complexity_bug""], ""evidence"": ""BattleCows 2\n\nH. BattleCows 2\ntime limit per test\n3 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nFarmer John wants to host another tournament with $n$ cows, where the $i$-th cow has a skill level of $a_i$. The following process repeats until there is only one cow in the line.\nThe first cow in the line fights the""}"
