node_id,parent_node_id,global_problem_id,node_type,title,text,depth,order,source,normalized_difficulty,normalized_tags,topic_group,url,metadata
pi::pedagogy::risk::wrong_proof,pi::pedagogy::risks,,RISK,Wrong Proof,Common risk: wrong proof. Useful for hinting and answer validation.,3,3,,,"[""wrong_proof""]","[""greedy""]",,"{""layer"": ""pedagogical_graph"", ""risk"": ""wrong_proof""}"
pi::pedagogy::risk::wrong_query_range,pi::pedagogy::risks,,RISK,Wrong Query Range,Common risk: wrong query range. Useful for hinting and answer validation.,3,3,,,"[""wrong_query_range""]","[""data_structures""]",,"{""layer"": ""pedagogical_graph"", ""risk"": ""wrong_query_range""}"
pi::pedagogy::technique::binary_search,pi::pedagogy::topic::techniques,,TECHNIQUE,Binary Search,"Technique binary search. Prerequisites: monotonic_predicate, bounds_reasoning, integer_overflow_awareness. Common risks: wrong_bounds, off_by_one, missing_monotonicity_proof.",3,3,,,"[""binary_search"", ""techniques""]","[""techniques""]",,"{""layer"": ""pedagogical_graph"", ""technique"": ""binary_search""}"
pi::pedagogy::technique::brute_force,pi::pedagogy::topic::implementation_constructive,,TECHNIQUE,Brute Force,"Technique brute force. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",3,3,,,"[""brute_force"", ""implementation_constructive""]","[""implementation_constructive""]",,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force""}"
pi::pedagogy::technique::data_structures,pi::pedagogy::topic::data_structures,,TECHNIQUE,Data Structures,"Technique data structures. Prerequisites: operation_invariants, complexity_tradeoffs. Common risks: stale_update, wrong_query_range, complexity_bug.",3,3,,,"[""data_structures"", ""data_structures""]","[""data_structures""]",,"{""layer"": ""pedagogical_graph"", ""technique"": ""data_structures""}"
pi::pedagogy::technique::greedy,pi::pedagogy::topic::greedy,,TECHNIQUE,Greedy,"Technique greedy. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",3,3,,,"[""greedy"", ""greedy""]","[""greedy""]",,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy""}"
pi::problem::codeforces_2218_E,pi::topic::codeforces::techniques,codeforces_2218_E,PROBLEM,The 67th XOR Problem,"The 67th XOR Problem

E. The 67th XOR Problem
time limit per test
3 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

The PMOI wasn't even that awful - word on the street was that the problems were decent, and even (heaven forbid) enjoyable! To Macaque's dismay, however, three unruly participants (Cloud, ChatGBT and Grook) started cheating using their perfect memory of the OEIS. What utter rapscallions! Suddenly, Macaque had to act fast, and devise a problem that these three could not feasibly cheat on. You, demoted from the rank of his companion to his wretched slave, have been enlisted to test.
You are given an array $a$, initially containing $n$ non-negative integers.
You perform the following operation exactly $n-1$ times:
Select an index $i$ of $a$ ($1 \leq i \leq |a|$, where $|a|$ denotes the current length of $a$). Let $x = a_i$.
Set $a_j = a_j \oplus x$ for all $1 \leq j \leq |a|$, where $\oplus$ denotes the
bitwise XOR operation
.
Remove $a_i$ from the array.
It can be shown that after $n-1$ operations, exactly one element remains in the array. Your task is to determine the maximum possible value of this final remaining element if you perform the operations optimally.

E - The 67th XOR Problem
Hint 1
What happens after two operations? Does the first operation matter?
Hint 2
Remember the propery that $x \oplus x = 0$.
Solution
We have an array $a = [a_1, a_2, a_3, \ldots, a_n]$. Suppose we performed the operations from left to right, to see how operations affect the array.
After the first operation, the array becomes: $a = [a_2 \oplus a_1, a_3 \oplus a_1, \ldots, a_n \oplus a_1]$. Note that the first element was removed.
After the second operation, the array becomes $a = [(a_3 \oplus a_1) \oplus (a_2 \oplus a_1), \ldots, (a_n \oplus a_1) \oplus (a_2 \oplus a_1)]$. Due to Hint $2$, this is the same as $a = [a_3 \oplus a_2, \ldots, a_n \oplus a_2]$.
Note that this new array is independent of $a_1$. In fact, after any two operations, the value of the element chosen in the first operation does not matter. Taking this a step further: when doing three operations, the elements chosen for the first two operations do not matter. Inductively, the only thing that matters is the element we choose last for an operation (let it be $x$) and which element we never choose for an operation (let it be $y$). The final value of the array is going to be $x \oplus y$.
Since $n$ is small, it is enough to brute force all possible pairs $(x, y)$. The answer is the maximum value of $a_x \oplus a_y$ among all pairs.",3,3,codeforces,1200.0,"[""techniques"", ""data_structures"", ""implementation_constructive""]","[""techniques"", ""data_structures"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/2218/E,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2218/E"", ""normalized_tags"": [""techniques"", ""data_structures"", ""implementation_constructive""], ""topic_group"": [""techniques"", ""data_structures"", ""implementation_constructive""], ""difficulty"": 1200.0, ""rating"": 1200.0, ""problem_index"": ""E""}"
pi::problem::codeforces_2218_D,pi::topic::codeforces::implementation_constructive,codeforces_2218_D,PROBLEM,The 67th OEIS Problem,"The 67th OEIS Problem

D. The 67th OEIS Problem
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Macaque, being a terrible problemsetter, decided to search for funny sequences on the OEIS $^{\text{∗}}$ one day, so he could gain inspiration for his doomed problemsetting job for the Pan-Mammalian Olympiad in Informatics (PMOI). To his delight, he found one, and thought it would be funny to make you, his loyal tester, solve it:
Construct a sequence $a$ containing $n$ integers such that $\operatorname{gcd}(a_i, a_{i+1})$ $^{\text{†}}$ is distinct over all $1 \leq i \leq n - 1$. It is guaranteed that at least one sequence $a$ exists.
$^{\text{∗}}$ Online Encyclopedia of Integer Sequences, the favourite website of math nerds, overly astute testers, and insufficiently rigorous coordinators.
$^{\text{†}}$ $\operatorname{gcd}(x,y)$ refers to the
greatest common divisor
of integers $x$ and $y$.

D - The 67th OEIS Problem
Hint 1
Think something related to coprime numbers.
Solution
There are many ways to construct the array - we will provide two ways to do it.
Let's take $n+1$ distinct numbers $b_1,b_2,\ldots,b_{n+1}$.
Now let $a_i=b_i\cdot b_{i+1}$ for all $i$.
Now $\operatorname{gcd}(a_i,a_{i+1})=b_{i+1}\cdot \operatorname{gcd}(b_i,b_{i+2})$.
Now if $\operatorname{gcd}(b_i,b_{i+2})=1$ for all $i$, then we can obtain a distinct gcd for each adjacent pair and the construction is valid.
One way to obtain this is to let all $b_i$ be all primes starting from $2,3,5,\ldots$. Since all numbers are coprime to each other, their pairwise $gcd$ is $1$ and we get a valid construction.
Another way to obtain this to let all $b_i$ be odd numbers starting from $1,3,5,\ldots$. Since $\operatorname{gcd}(x,x+4)=1$ , where $x$ is odd, this construction is also valid.",3,4,codeforces,1100.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/D,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2218/D"", ""normalized_tags"": [""implementation_constructive"", ""greedy"", ""math""], ""topic_group"": [""implementation_constructive"", ""greedy"", ""math""], ""difficulty"": 1100.0, ""rating"": 1100.0, ""problem_index"": ""D""}"
pi::pedagogy::prerequisite::ordering_argument,pi::pedagogy::prerequisites,,PREREQUISITE,Ordering Argument,Prerequisite skill: ordering argument.,3,5,,,"[""ordering_argument""]","[""techniques""]",,"{""layer"": ""pedagogical_graph"", ""prerequisite"": ""ordering_argument""}"
pi::pedagogy::prerequisite::tie_handling,pi::pedagogy::prerequisites,,PREREQUISITE,Tie Handling,Prerequisite skill: tie handling.,3,5,,,"[""tie_handling""]","[""techniques""]",,"{""layer"": ""pedagogical_graph"", ""prerequisite"": ""tie_handling""}"
pi::pedagogy::risk::tie_handling,pi::pedagogy::risks,,RISK,Tie Handling,Common risk: tie handling. Useful for hinting and answer validation.,3,5,,,"[""tie_handling""]","[""techniques""]",,"{""layer"": ""pedagogical_graph"", ""risk"": ""tie_handling""}"
pi::pedagogy::risk::wrong_ordering,pi::pedagogy::risks,,RISK,Wrong Ordering,Common risk: wrong ordering. Useful for hinting and answer validation.,3,5,,,"[""wrong_ordering""]","[""techniques""]",,"{""layer"": ""pedagogical_graph"", ""risk"": ""wrong_ordering""}"
pi::pedagogy::technique::sorting,pi::pedagogy::topic::techniques,,TECHNIQUE,Sorting,"Technique sorting. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",3,5,,,"[""sorting"", ""techniques""]","[""techniques""]",,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting""}"
pi::problem::codeforces_2218_C,pi::topic::codeforces::implementation_constructive,codeforces_2218_C,PROBLEM,The 67th Permutation Problem,"The 67th Permutation Problem

C. The 67th Permutation Problem
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Upon arriving at school, Macaque was rather brusquely greeted by his friend, AG-88301, the latter having skived off his homework due to spending the entire night yapping to an unsuspecting stranger about his groundbreaking work on a proof of the Collatz conjecture and his $67$-th unreciprocated love interest. So, as had become customary, AG-88301, with ever decreasing levels of gratitude or appreciation, made Macaque do his homework for him. At this point, Macaque had had enough, and turned to his minions (you guys!) to solve AG-88301's homework task.
You are given an integer $n$. You must construct a permutation $^{\text{∗}}$ of length $3n$ such that, if you partition the permutation into $n$ contiguous blocks with $3$ elements, the sum of the medians $^{\text{†}}$ of these blocks is
maximised
.
More formally, you must construct a permutation $p$ of length $3n$ such that $\sum_{i=0}^{n-1}\operatorname{median}(a_{3i+1},a_{3i+2},a_{3i+3})$ is maximised. If there are multiple possible $p$, output any.
$^{\text{∗}}$ A permutation of length $n$ is an array consisting of $n$ distinct integers from $1$ to $n$ in arbitrary order. For example, $[2,3,1,5,4]$ is a permutation, but $[1,2,2]$ is not a permutation ($2$ appears twice in the array), and $[1,3,4]$ is also not a permutation ($n=3$ but there is $4$ in the array).
$^{\text{†}}$ The median of an array $b$ containing $3$ elements is the $2$-nd element after $b$ is sorted in non-decreasing order.

C - The 67th Permutation Problem
Solution
Observe that the position of an element doesn't really matter: we are only interested in whether an element is a median, a large element or a small element (in its triple).
Since $3n$ has no elements larger than it, it must be a large element. Similarly, since $1$ has no elements smaller than it, it must be a small element.
To maximise the sum of medians, we should pick the largest possible median available, which is $3n-1$. Since $1 \lt 3n-1 \lt 3n$, this forms a valid triple.
Now we can repeat the process on the subset ${2, 3, ... 3n-2}$, yielding the construction
$\{1, 3n-1, 3n\}, \{2, 3n-2, 3n-3\}, \cdots , \{n, 2n-1, 2n\}$
Proof that this is optimal
Let the $i^{th}$ triple be ${l_i, m_i, r_i}$, with $l_i \lt m_i \lt r_i$, and wlog let $m_1 \lt m_2 \lt \cdots \lt m_n$ be the $n$ medians.
Each median needs an element strictly larger than it not used in any other triple. So there should be at least $1$ element larger than $m_n$, at least $3$ elements larger than $m_{n-1}$ (namely $m_n$, $r_n$, $r_{n-1}$), and more generally, at least $2k - 1$ elements larger than $m_{n-k+1}$.
In the set $1 \ldots 3n$, there are $3n - m_{n-k+1}$ elements larger than m_{n-k+1} (namely $m_{n-k+1}+1 \ldots 3n$), and so we need
$2k-1 \leq 3n - m_{n-k+1}$
Rearranging, we get $m_{n-k+1} \leq 3n - 2k + 1$, as in the optimal construction.",3,5,codeforces,800.0,"[""implementation_constructive"", ""greedy"", ""math""]","[""implementation_constructive"", ""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/C,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2218/C"", ""normalized_tags"": [""implementation_constructive"", ""greedy"", ""math""], ""topic_group"": [""implementation_constructive"", ""greedy"", ""math""], ""difficulty"": 800.0, ""rating"": 800.0, ""problem_index"": ""C""}"
pi::problem::codeforces_2218_B,pi::topic::codeforces::greedy,codeforces_2218_B,PROBLEM,The 67th 6-7 Integer Problem,"The 67th 6-7 Integer Problem

B. The 67th 6-7 Integer Problem
time limit per test
1 second
memory limit per test
256 megabytes
input
standard input
output
standard output

So, Macaque has passed his first challenge (and is not acknowledging your help whatsoever). After all, it was only given to him so he could engage in his greatest pleasure - crunching on desiccated freezedried hamburgers and yelling 'trivial' at the screen. However, he has another, much more important task ahead of him, and he has once again enlisted you to help him.
You are given $7$ integers $a_1, a_2, \ldots, a_7$.
You must
negate
$6$ out of the $7$ integers (that is, multiply them by $-1$). Over all possible ways to negate $6$ out of the $7$ integers, find the
maximum
possible sum of $a$.

B - The 67th 6-7 Integer Problem
Solution
Note how negating 6 out of 7 numbers is equivalent to negating all of them, and then negating one out of 7 numbers. Therefore, you can negate all 7 numbers, and then negate the least one afterwards.
Code (Python)
for i in range(int(input())):
nums = list(map(int, input().split()))
print(2 * max(nums) - sum(nums))
Rate the problem!
Quality
Excellent problem
Good problem
Average problem
Bad problem
Horrible problem
Difficulty
Trivial problem
Easy problem
Average problem
Hard problem
Impossible problem",3,6,codeforces,800.0,"[""greedy"", ""math""]","[""greedy"", ""math""]",https://codeforces.com/problemset/problem/2218/B,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2218/B"", ""normalized_tags"": [""greedy"", ""math""], ""topic_group"": [""greedy"", ""math""], ""difficulty"": 800.0, ""rating"": 800.0, ""problem_index"": ""B""}"
pi::problem::codeforces_2218_A,pi::topic::codeforces::implementation_constructive,codeforces_2218_A,PROBLEM,The 67th Integer Problem,"The 67th Integer Problem

A. The 67th Integer Problem
time limit per test
1 second
memory limit per test
256 megabytes
input
standard input
output
standard output

Welcome to the New World, O Esteemed Earthly Visitor. You've been summoned by Macaque, a primate with four legs, a god complex and a terminal addiction to the word ""trivial"". You are Undertaking a Journey of Great Importance. Such Incredible Importance. No Journey Will EVER be as IMPORTANT as this one (and nothing this narrator says will sound so distinctly... orange again). You are implored to cooperate with Macaque, for his wrath (and joblessness) are unending. There is no room for error or incompetence. Lousiness shall be met with the full force of the law.
Macaque is given an integer $x$. Your task is to choose an integer $y$ such that the value of $\operatorname{min}(x, y)$ $^{\text{∗}}$ is
maximized
.
If there are multiple valid $y$, you may output any of them.
$^{\text{∗}}$ $\operatorname{min}(x, y)$ is defined as the minimum of integers $x$ and $y$.

A - The 67th Integer Problem
Solution
Many solutions exist here, and they are all trivial to find. Consider the value of $\min(x, y)$ when $x$ is constant, and you vary $y$. When $y \gt = x$, the value is $x$, and when $y \lt x$ the value is $y$. Therefore, the largest that $\min(x, y))$ can get for any value of $y$ is $x$. Therefore, outputting $y$ as any integer greater than or equal to $x$ works.
A common mistake was to output $y=x+1$, which fails because $68$ is greater than $67$, therefore not a valid output.",3,7,codeforces,800.0,"[""implementation_constructive"", ""math""]","[""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2218/A,"{""source"": ""codeforces"", ""url"": ""https://codeforces.com/problemset/problem/2218/A"", ""normalized_tags"": [""implementation_constructive"", ""math""], ""topic_group"": [""implementation_constructive"", ""math""], ""difficulty"": 800.0, ""rating"": 800.0, ""problem_index"": ""A""}"
